ID,Chapter,Question,Type,Options,Answer,ClozeText,AnswerText,Analysis,Refrence
recuNmjdrazjXK,金贵要略篇::三级,14. 疟病，脉浮大者，应用,单选题,汗法||吐法||下法||和法||清法,B,,,疟病出现脉浮大，提示邪气在上焦或胸膈，吐法能祛除高位之邪，故选用吐法。,《金匮要略·疟病脉证并治》云：“疟脉自弦……浮大者可吐之。”
recuNmjdrahuey,金贵要略篇::三级,15. 疟病适用温法的脉象为,单选题,脉紧数||脉弦数||脉弦迟||脉浮大||脉弦,C,,,疟病脉象中，弦迟脉主寒，适用温法以散寒。《金匮要略》指出“弦迟者可温之”，故答案选C。,《金匮要略·疟病脉证并治第四》：“疟脉自弦，弦数者多热，弦迟者多寒……弦迟者可温之。”
recuNmjdraR9Lw,金贵要略篇::三级,16. 可用发汗、针灸治疗的疟病脉象多见,单选题,脉小紧||脉迟||脉浮大||脉弦紧||脉弦数,D,,,疟病脉弦紧者，多为邪气实而正气不虚，可用发汗、针灸等法祛邪外出。弦脉主肝胆病、痰饮、疟疾等，紧脉主寒、痛、实邪，二者相合提示寒实或痰饮郁结，正邪交争，故以汗法、针灸驱邪为治。,《金匮要略·疟病脉证并治》云：“疟脉自弦……弦紧者可发汗、针灸也。”
recuNmjdraoZsb,金贵要略篇::三级,17. 疟病，脉弦数者的治法为,单选题,吐法||下法||温法||针灸||饮食消息止之,E,,,疟病患者脉象弦数，多因邪热内盛或阴虚阳亢所致。此时不宜用温、下、吐等攻伐之法，以免助热伤阴。应选择清淡饮食调理，以平和之性调和体内阴阳，达到止疟效果。,《金匮要略·疟病脉证并治第四》云：“弦数者多热，……以饮食消息止之。”
recuNmjdra1Fn3,金贵要略篇::三级,18. "治病如狂状，妄行，独语不休，无寒热，其脉浮"者，宜用,单选题,防己地黄汤||风引汤||侯氏黑散||百合滑石汤||大承气汤,A,,,该题考查《金匮要略》中防己地黄汤的适应症。题干描述的症状为“如狂状，妄行，独语不休，无寒热，脉浮”，属于血虚生风、心神失养的病证。防己地黄汤以生地黄重剂滋阴养血为主，配伍防己、桂枝等祛风通络，针对血虚风动之证。其余选项如风引汤主瘫痫、侯氏黑散治中风、百合滑石汤治百合病变发热、大承气汤攻下实热，均与题干脉症不符。,《金匮要略·中风历节病脉证并治》载：“防己地黄汤：治病如狂状，妄行，独语不休，无寒热，其脉浮。”
recuNmjdrabYcX,金贵要略篇::三级,19. 桂枝芍药知母汤的功效，不包括,单选题,祛风除湿||甘温扶阳||滋阴清热||温经散寒||健脾益气,B,,,桂枝芍药知母汤出自《金匮要略》，主治风湿历节病，功效以祛风除湿、温经散寒、滋阴清热为主。方中桂枝、附子等温散寒湿，知母、芍药滋阴清热，白术健脾，但全方偏于祛邪而非温补，故“甘温扶阳”非其功效。,《金匮要略·中风历节病脉证并治》：“诸肢节疼痛，身体尪羸，脚肿如脱，头眩短气，温温欲吐，桂枝芍药知母汤主之。”
recuNmjdraPUIQ,金贵要略篇::三级,20. 不属于风引汤所含药物一组的是,单选题,滑石、寒水石||赤石脂、白石脂||大黄、石膏||桂枝、干姜||防风、麻黄,E,,,风引汤出自《金匮要略》，功能清热熄风，主治热瘫痫。其药物组成包括寒水石、滑石、赤石脂、白石脂、石膏、大黄、龙骨、牡蛎、桂枝、干姜、甘草等。防风与麻黄为解表祛风药，而风引汤针对内风热盛，无需解表，故E组（防风、麻黄）不属于本方药物。,《金匮要略·中风历节病脉证并治》：“风引汤：除热瘫痫。大黄、干姜、龙骨各四两，桂枝三两，甘草、牡蛎各二两，寒水石、滑石、赤石脂、白石脂、紫石英、石膏各六两……”（未含防风、麻黄）
recuNmjdraztJo,金贵要略篇::三级,21. 桂枝芍药知母汤证的病因病机是,单选题,风寒湿邪外侵，渐次化热伤阴||寒湿留于关节，经脉痹阻不通||风寒湿邪外侵，气血运行不畅||外感寒湿，经脉痹阻||风水侵袭，淫溢四肢,A,,,桂枝芍药知母汤证属于痹证日久，风寒湿邪侵袭人体后逐渐化热伤阴的证候。方中桂枝、附子温通散寒，芍药、知母滋阴清热，配伍体现寒热并治的特点。选项A强调外邪入侵后化热伤阴的病机演变，符合方剂配伍原理。其他选项或未涉及化热伤阴（如B、C、D），或与风水相关（如E），均与方证不符。,《金匮要略·中风历节病脉证并治》：“诸肢节疼痛，身体尪羸，脚肿如脱，头眩短气，温温欲吐，桂枝芍药知母汤主之。”
recuNmjdrarn0E,金贵要略篇::三级,22. 风引汤所用煎煮水是,单选题,泉水||甘澜水||浆水||井花水||雨水,D,,,风引汤出自《金匮要略》，主治热瘫痫，其煎煮法强调用井花水。井花水为清晨初汲的井水，性凉质清，能助清热熄风。其他选项中，甘澜水（如苓桂枣甘汤）、泉水（如百合地黄汤）、浆水（多用于调和胃气或止呕方剂）均非风引汤所载。,《金匮要略·中风历节病脉证并治》：“风引汤……以井花水一斗五升，煮三沸，温服一升。”
recuNmjdrasT9k,金贵要略篇::三级,23. 《血痹虚劳病篇》云“脉大为劳，极虚亦为劳”。“大脉”产生的机理是,单选题,真阴不足，虚阳外浮||虚火内盛||精气内损||阴盛格阳||阴竭阳脱,A,,,在《血痹虚劳病篇》中，“脉大为劳”指大而无力之脉，属于虚劳病的表现。大脉的产生机理为真阴亏虚，不能敛阳，导致虚阳浮越于外。此时脉虽大，但按之空豁，属虚证范畴。选项A“真阴不足，虚阳外浮”准确概括了这一病机。其余选项或侧重实火（如B）、精气内损的笼统描述（如C），或与阴盛、阳脱等危重证相关（如D、E），均不符合原文语境。,《金匮要略·血痹虚劳病脉证并治》：“夫男子平人，脉大为劳，极虚亦为劳。”
recuNmjdra29Vj,金贵要略篇::三级,24. 高某，男，55岁，两手指及右下肢麻木刺痛怕冷二年、每遇阴冷加重，少事活动反觉舒服，但过劳则麻木更重。伴面色不华，脉弦沉细而涩，舌质淡红，苔白滑，舌下络脉淡紫略粗。治疗用,单选题,小建中汤||麻杏薏甘汤||薯蓣丸||桂枝芍药知母汤||黄芪桂枝五物汤,E,,,患者症状为气血不足、寒凝血瘀所致的血痹，表现为肢体麻木刺痛、怕冷，遇寒加重，过劳加重，面色不华，脉沉细涩，舌淡苔白滑。黄芪桂枝五物汤具有益气温经、和血通痹的功效，适用于血痹证，与病机相符。,《金匮要略·血痹虚劳病脉证并治》：“血痹阴阳俱微，寸口关上微，尺中小紧，外证身体不仁，如风痹状，黄芪桂枝五物汤主之。”
recuNmjdraEnYL,金贵要略篇::三级,25. 《血痹虚劳病篇》在虚劳的治法上，侧重于,单选题,甘寒养阴||辛温通阳||温补肾阳||甘温扶阳||苦寒坚阴,D,,,《血痹虚劳病篇》出自《金匮要略》，虚劳病多因阳气虚衰、阴阳失衡所致。张仲景在治疗虚劳时，强调“建中气”以恢复脾胃阳气，多用甘温药物（如黄芪、饴糖、桂枝等）温补中焦、扶助阳气，代表方剂如小建中汤、黄芪建中汤。选项D“甘温扶阳”契合这一核心思想，其余选项或侧重局部（如辛温通阳治血痹）、或偏于滋阴（甘寒/苦寒），均非虚劳主法。,《金匮要略·血痹虚劳病脉证并治》云：“虚劳里急，诸不足，黄芪建中汤主之。”又言：“虚劳腰痛，少腹拘急，小便不利者，八味肾气丸主之。”其治法以甘温补益、调和阴阳为纲领。
recuNmjdraK9ZQ,金贵要略篇::三级,26. 虚劳腰痛小便不利的机理是,单选题,寒湿下注||湿热内蕴||肾气微弱||饮停下焦||气阴两伤,C,,,虚劳腰痛多因肾气不足，腰为肾之府，肾虚则腰部失养而痛；肾主气化，肾气微弱则膀胱气化失司，故小便不利。其他选项如寒湿、湿热、水饮等均为实邪致病，与“虚劳”之病机不符。,《金匮要略·血痹虚劳病脉证并治》：“虚劳腰痛，少腹拘急，小便不利者，八味肾气丸主之。”此条明确指出肾气不足是虚劳腰痛伴小便不利的病机。
recuNmjdrankxl,金贵要略篇::三级,27. 可治冷劳、鬼庄的是,单选题,薯蓣丸||《千金翼》炙甘草汤||大黄魔虫丸||天雄散||《肘后》獭肝散,E,,,冷劳指虚寒性痨病，鬼庄（或作“鬼疰”）指感受邪气所致的慢性传染性虚损病证，二者多与结核类消耗性疾病相关。《肘后》獭肝散出自葛洪《肘后备急方》，主治“尸疰鬼疰”，即具有抗痨杀虫、补虚扶正之效，契合冷劳与鬼庄的病机。其余选项中，薯蓣丸补虚祛风，炙甘草汤治心脉虚损，大黄䗪虫丸破瘀消癥，天雄散温肾固精，均不直接针对此类病证。,《肘后备急方·治尸注鬼注方》：“獭肝一具，阴干捣末，水服方寸匕，日三，一具未瘥，更作。”（注：此为獭肝散相关记载的概括，原书具体表述可能略有差异。）
recuNmjdrahMCu,金贵要略篇::三级,28. 寸口脉数，其人咳，口中反有浊唾涎沫，此证为,单选题,肺胀||虚寒肺痿||肺痈脓已成||肺痈脓未成||虚热肺痿,E,,,寸口脉数主热，但需辨虚实。虚热肺痿因阴虚内热，肺失濡养，气逆而咳，热灼津液成浊唾涎沫。虽脉数，但属虚热，与实热肺痈（脓成或未成）之实脉及脓痰不同。虚寒肺痿则多见不渴、遗尿等寒象，脉应迟弱，与脉数矛盾。故选E。,《金匮要略·肺痿肺痈咳嗽上气病脉证治》：“寸口脉数，其人咳，口中反有浊唾涎沫者，为肺痿之病。”又曰：“热在上焦者，因咳为肺痿。”虚热肺痿以脉数虚、浊唾涎沫为特征。
recuNmjdraXBaf,金贵要略篇::三级,29. 射干麻黄汤证的鉴别要点在于,单选题,咳而上气，喉中水鸡声||咳喘，目如脱状||吐浊唾涎沫||喘不得卧||必遗尿，小便数,A,,,射干麻黄汤证的主症为咳嗽气逆，喉中有水鸡声（哮鸣音），其鉴别要点在于“喉中水鸡声”，此特征区别于其他咳喘证型。其他选项中，B属越婢加半夏汤证，C多见于肺痿，D为实证喘咳，E与肾气不固相关。,《金匮要略·肺痿肺痈咳嗽上气病脉证治》：“咳而上气，喉中水鸡声，射干麻黄汤主之。”
recuNmjdrauik2,金贵要略篇::三级,30. 属于治疗肺痿阴阳两虚证的是,单选题,甘草干姜汤||《外台》炙甘草汤||《外台》桔梗白散||《千金》甘草湯||麦门冬汤,B,,,肺痿阴阳两虚证需兼顾滋阴与温阳。《外台》炙甘草汤以生地、麦冬等滋阴，人参、桂枝等温阳，符合阴阳双补之治。其余选项中，甘草干姜汤偏温阳，麦门冬汤主滋阴，《千金》甘草汤侧重益气，桔梗白散用于肺痈实证，均不切合阴阳两虚的病机。,《外台秘要》载炙甘草汤“治肺痿涎唾多，心中温温液液者”，其方药组成兼顾阴阳双补，契合肺痿阴阳两虚证之治。
recuNmjdraARzK,金贵要略篇::三级,31. 下列治疗咳嗽上气方剂中含有白前的是,单选题,厚朴麻黄汤||射干麻黄汤||越婢加半夏汤||泽漆汤||小青龙加石膏汤,D,,,泽漆汤的组成包含白前，而其他选项中厚朴麻黄汤、射干麻黄汤、越婢加半夏汤、小青龙加石膏汤均不含白前。因此正确答案为D选项。,出自《金匮要略·肺痿肺痈咳嗽上气病脉证治》：“脉沉者，泽漆汤主之。泽漆汤方：泽漆三升，半夏半升，紫参五两，生姜五两，白前五两，甘草、黄芩、人参、桂枝各三两。”
recuNmjdraNpuG,金贵要略篇::三级,32. 服用《外台》桔梗白散后若下多不止，采取解救办法是,单选题,饮热粥||服桃花汤||饮冷水一杯||服枣糕||饮大麦粥汁,C,,,桔梗白散（即三物白散）由桔梗、巴豆、贝母组成，其中巴豆辛热峻下，易致泻下过度。根据《伤寒论》方后注，若服药后下利不止，需用寒凉之物（如冷水、冷粥）以解巴豆之热毒，故正确答案为饮冷水一杯。,《伤寒论·辨太阳病脉证并治》：“白散方……利过不止，进冷粥一杯。”
recuNmjdraKUvS,金贵要略篇::三级,33. 胸痹的病机是,单选题,阳微阴弦||肾阳不足||脾阳虚寒||上焦阳虚||下焦阴盛,A,,,胸痹的病机关键在于“阳微阴弦”，即上焦阳气不足（阳微）与阴寒痰浊内盛（阴弦）共同作用，导致胸阳闭阻、不通则痛。此病机源自张仲景《金匮要略》，其他选项如肾阳不足、脾阳虚寒等虽属阳虚范畴，但未精准对应胸痹的核心病机。,《金匮要略·胸痹心痛短气病脉证治》云：“夫脉当取太过不及，阳微阴弦，即胸痹而痛，所以然者，责其极虚也。今阳虚知在上焦，所以胸痹、心痛者，以其阴弦故也。”
recuNmjdrauZ64,金贵要略篇::三级,34. 胸痹，胸中气塞，短气，兼见气逆痞满不舒者，治用,单选题,栝楼薤白白酒汤||枳实薤白桂枝汤||橘枳姜汤||桂枝生姜枳实汤||茯苓杏仁甘草汤,C,,,该题考查胸痹的辨证选方。患者胸中气塞、短气，兼气逆痞满不舒，病机为气滞痰阻，以气滞为主。橘枳姜汤（橘皮、枳实、生姜）功擅行气开郁、化痰降逆，枳实破气消痞，橘皮理气化痰，生姜和胃止逆，三者合用尤宜气滞痞满明显者，故答案选C。,《金匮要略·胸痹心痛短气病脉证治》：“胸痹，胸中气塞、短气，茯苓杏仁甘草汤主之；橘枳姜汤亦主之。”
recuNmjdrar5Gr,金贵要略篇::三级,35. 胸痹的治疗总则应是,单选题,温助心阳||活血通络||宣痹通阳||活血化瘀||化痰温阳,C,,,胸痹的核心病机为胸阳不振、阴寒痹阻，治疗应以宣通胸阳、驱散阴邪为主。选项C“宣痹通阳”契合《金匮要略》中“阳微阴弦”的病机分析，强调通阳散结，为治疗总则。其他选项如活血、温阳等仅为对症治法，非总纲。,《金匮要略·胸痹心痛短气病脉证治》云：“夫脉当取太过不及，阳微阴弦，即胸痹而痛。所以然者，责其极虚也。今阳虚知在上焦，所以胸痹、心痛者，以其阴弦故也。”
recuNmjdrazEMA,金贵要略篇::三级,36. 乌头赤石脂丸中不含,单选题,干姜||蜀椒||附子||桂枝||蜜,D,,,乌头赤石脂丸出自《金匮要略·胸痹心痛短气病脉证治》，用于治疗阴寒痼结的心痛彻背证。其组成包括乌头、附子、蜀椒、干姜、赤石脂及蜜，未用桂枝。桂枝常见于其他胸痹方剂（如枳实薤白桂枝汤），但此方中无此药。,《金匮要略·胸痹心痛短气病脉证治》：“心痛彻背，背痛彻心，乌头赤石脂丸主之。乌头一分（炮），蜀椒、干姜各一两，附子半两（炮），赤石脂一两，右五味，末之，蜜丸如梧子大，先食服一丸，日三服。”
recuNmjdrapv4T,金贵要略篇::三级,37. 可治腹胀痛，又治连年积冷，流注心胸痛，以及落马坠车血疾等的方剂是,单选题,栝楼薤白半夏汤||九痛丸||人参汤||薏苡附子散||乌头赤石脂丸,B,,,九痛丸主治积冷、心腹胀痛及血瘀疼痛，符合题干中腹胀痛、连年积冷、流注心胸痛及坠马血疾的描述。其他选项中，A侧重痰阻胸痹，C为虚证胸痹，D治胸痹急症，E针对阴寒痼结心痛，均不全面对应题中症状。,《金匮要略·胸痹心痛短气病脉证治》：“九痛丸，治九种心痛。兼治卒中恶，腹胀痛，口不能言；又治连年积冷，流注心胸痛，并冷冲上气，落马坠车血疾等，皆主之。”
recuNmjdramxca,金贵要略篇::三级,38. 下列方剂中，大黄应后下煎煮的是,单选题,厚朴七物汤||厚朴三物汤||厚朴大黄汤||大柴胡汤||大黄附子汤,B,,,厚朴三物汤主治腹满痛而闭，属气滞热结证，需行气通便。大黄在此方中后下以保留其泻下功效，避免久煎导致蒽醌类成分分解。其余选项中，厚朴七物汤、厚朴大黄汤、大柴胡汤、大黄附子汤的大黄均与其他药物同煎，无需后下。,《金匮要略·腹满寒疝宿食病脉证治》载：“痛而闭者，厚朴三物汤主之。厚朴八两，大黄四两，枳实五枚。上三味，以水一斗二升，先煮二味，取五升，内大黄，煮取三升，温服一升，以利为度。”此处明确大黄后下。
recuNmjdraqrzk,金贵要略篇::三级,39. 食停下脘，症见胸脘痞闷，嗳腐吞酸，下利臭秽不爽者，以下法治之，方选,单选题,调胃承气汤||小承气汤||大承气汤||厚朴三物汤||厚朴七物汤,C,,,该题考查食停下脘的证治。食停下脘，气机壅滞，症见胸脘痞闷、嗳腐吞酸，下利臭秽不爽，属阳明腑实证兼食积内停，需通腑泻热、消积导滞。大承气汤（大黄、芒硝、厚朴、枳实）既能峻下热结，又能行气消痞，符合“热结旁流”兼气滞的病机，故选C。小承气汤（无芒硝）泻下力较弱，调胃承气汤（无枳朴）偏于调和胃气，厚朴类方侧重行气，均不切合本证燥实并重之特点。,《伤寒论·阳明病篇》：“阳明病，脉迟，虽汗出不恶寒者，其身必重，短气，腹满而喘，有潮热者，此外欲解，可攻里也……大承气汤主之。”又“少阴病，自利清水，色纯青，心下必痛，口干燥者，急下之，宜大承气汤。”（热结旁流证治）
recuNmjdraICYT,金贵要略篇::三级,40. 宿食在上脘，可用,单选题,大承气汤下之||小承气汤下之||瓜蒂散吐之||一物瓜蒂汤吐之||枳术汤消之,C,,,宿食在上脘，病位偏上，根据“其高者，因而越之”的治疗原则，应采用涌吐法排出宿食。瓜蒂散为涌吐剂，适用于痰涎、宿食壅滞胸脘的病证；而大、小承气汤均属泻下剂，适用于病位在下的腑实证；枳术汤侧重健脾消痞。一物瓜蒂汤主要用于祛暑湿，与宿食无关，故选C。,《金匮要略·腹满寒疝宿食病脉证治》：“宿食在上脘，当吐之，宜瓜蒂散。”
recuNmjdraDfQV,金贵要略篇::三级,41. 患者腹痛绕脐，手足厥冷，周身冷汗，脉象沉紧，方选,单选题,大建中汤||大黄附子汤||大承气汤||大乌头煎||当归生姜羊肉汤,D,,,患者腹痛绕脐，手足厥冷，周身冷汗，脉象沉紧，为阴寒内盛、寒邪凝滞的寒疝证候。大乌头煎（D）出自《金匮要略》，主治寒疝腹痛，其证见“绕脐痛”“手足厥冷”“脉沉紧”，与题干症状完全契合。其他选项中，大建中汤（A）用于虚寒腹痛伴呕吐，大黄附子汤（B）用于寒实积滞便秘，大承气汤（C）用于阳明腑实热结，当归生姜羊肉汤（E）用于血虚寒疝，均非本证首选。,《金匮要略·腹满寒疝宿食病脉证治》：“寒疝绕脐痛，若发则白汗出，手足厥冷，其脉沉紧者，大乌头煎主之。”
recuNmjdraNTzG,金贵要略篇::三级,42. 可以治疗寒气厥逆的是,单选题,《外台》柴胡桂枝汤||大黄附子汤||当归生姜羊肉汤||《外台》乌头汤||赤丸,E,,,寒气厥逆是由于阴寒内盛，阳气衰微不能达于四肢所致，治疗需温阳散寒、通阳复厥。赤丸出自《金匮要略》，由茯苓、乌头、半夏、细辛组成，其中乌头、细辛大辛大热，可温散沉寒痼冷；茯苓、半夏化饮降逆，适用于阴寒内盛、阳气郁遏的厥逆证。其余选项中，大黄附子汤主治寒实积滞，当归生姜羊肉汤主治血虚寒疝，柴胡桂枝汤及乌头汤均非针对厥逆病机，故答案为E。,《金匮要略·腹满寒疝宿食病脉证治》：“寒气厥逆，赤丸主之。”（注：赤丸方：茯苓四两，乌头（炮）二两，半夏（洗）四两，细辛一两。上四味，末之，内真朱为色，炼蜜丸如麻子大，先食酒饮下三丸，日再夜一服。）
recuNmjdraHqOS,金贵要略篇::三级,43. 腹部包块，发作有时，推之可移，疼痛，病属,单选题,肝着||宿食||积||聚||谷气,D,,,根据症状描述，腹部包块发作有时、推之可移且疼痛，符合“聚”的特征。聚属气分病，病机为气滞结聚，故包块时有时无、位置不定，与“积”（有形固定）不同。《金匮要略》及《难经》均指出聚为腑病，发作有时，痛处可移。,《金匮要略·五脏风寒积聚病脉证并治》云：“积者，脏病也，终不移；聚者，腑病也，发作有时，展转痛移，为可治。”《难经·五十五难》曰：“聚者，阳气也，其始发无根本，上下无所留止，其痛无常处。”
recuNmjdraVgoT,金贵要略篇::三级,44. 谷气为谷气壅塞脾胃，其表现为,单选题,心下痛，按之舒||心下痛，按之剧||胁下痛，按之舒||胁下痛，按之剧||心下按之则痛,C,,,谷气壅塞脾胃指饮食停滞导致脾胃气机不畅。胁下为肝经所过，脾胃壅滞可影响肝气疏泄，出现胁下痛；按之舒提示为虚证或气滞而非实邪结聚，符合谷气壅塞的病机特点。,《金匮要略·腹满寒疝宿食病脉证治》云：“趺阳脉微弦，法当腹满，不满者必便难，两胠疼痛，此虚寒从下上也。”其中“两胠疼痛”即胁下痛，属虚寒或气滞，按之舒可佐证其虚。
recuNmjdrarpQw,金贵要略篇::三级,45. 下重便血，病属,单选题,大肠有寒||大肠有热||小肠有寒||小肠有热||湿热内蕴,C,,,下重便血指排便时肛门坠胀且便中带血。中医认为，小肠主泌别清浊，若小肠虚寒，寒邪凝滞，气机不畅，则清浊不分，导致下利；寒凝血瘀，损伤脉络，则见便血。此证多属虚寒，血色多暗淡，伴腹冷痛、喜温等寒象，与湿热或实热便血（血色鲜红、肛门灼热）不同。《伤寒论》少阴病篇中，桃花汤证“下利便脓血”即属此类，病机为脾肾阳虚，下焦不固，与小肠有寒相关。,《伤寒论》306条：“少阴病，下利便脓血者，桃花汤主之。”
recuNmjdraxYlL,金贵要略篇::三级,46. 桂苓五味甘草汤中五味子的作用是,单选题,宁心安神||收敛浮阳||温肺止咳||益气生津||敛肺平喘,B,,,桂苓五味甘草汤出自《金匮要略》，主治冲气上逆、虚阳浮越之证。五味子在此方中与桂枝相配，主要作用是收敛浮阳，制约上冲之气，而非单纯止咳平喘或生津。因冲气由下焦虚寒引发，五味子酸收之性可助敛降浮阳，使气归元。,《金匮要略·痰饮咳嗽病脉证并治》：“青龙汤下已，多唾口燥……气从小腹上冲胸咽……与茯苓桂枝五味甘草汤，治其气冲。”
recuNmjdra6DqM,金贵要略篇::三级,47. 桂苓五味甘草汤中桂枝的作用是,单选题,平冲降逆||调和营卫||温通阳气||温通经脉||解肌发汗,A,,,桂苓五味甘草汤出自《金匮要略·痰饮咳嗽病脉证并治》，主治“支饮”兼冲气上逆之证。方中桂枝的主要作用是平冲降逆，针对“气从小腹上冲胸咽”的病机，与茯苓配伍引逆气下行。其他选项如调和营卫（桂枝汤）、温通阳气（如苓桂术甘汤）等均非此方核心作用。,《金匮要略》云：“青龙汤下已，多唾口燥，寸脉沉，尺脉微，手足厥逆，气从小腹上冲胸咽……与茯苓桂枝五味甘草汤，治其气冲。”
recuNmjdrazDwg,金贵要略篇::三级,48. 因“膈上病痰”而见满喘咳吐，发则寒热，背痛腰疼，目泣自出，振振身聘剧，仲景指出，这是因为有,单选题,寒湿||痰热||伏饮||水气||瘀血,C,,,该题考察张仲景对“伏饮”病机的辨识。症状如满喘咳吐、发作时寒热、背痛腰疼、目泣自出、振振身瞤剧等，均符合伏饮内停、遇外邪引动而发的特点。伏饮指潜伏于体内深部的痰饮，平时症状隐匿，外感时则痰饮与外邪相搏，引发剧烈症状。选项C为正确答案。,《金匮要略·痰饮咳嗽病脉证并治》：“膈上病痰，满喘咳吐，发则寒热，背痛腰疼，目泣自出，其人振振身瞤剧，必有伏饮。”
recuNmjdra5Mc0,金贵要略篇::三级,49. 下列方剂中，用较小青龙汤缓和，主治寒饮在肺之体虚者的是,单选题,苓桂术甘汤||苓桂五味姜辛汤||苓桂五味甘草汤||木防己汤||肾气丸,B,,,苓桂五味姜辛汤由茯苓、桂枝、五味子、干姜、细辛组成，较小青龙汤（麻黄、桂枝、干姜、细辛等）去麻黄，加入五味子收敛肺气，缓和辛散之力，更适用于寒饮停肺兼体虚者。其功效温肺化饮而不伤正，符合题干“体虚”特点。A、C、D、E方或偏于健脾利水，或侧重温肾，与“寒饮在肺”病机关联较弱。,《金匮要略·痰饮咳嗽病脉证并治》：“冲气即低，而反更咳，胸满者，用桂苓五味甘草汤去桂加干姜、细辛，以治其咳满。”此即苓甘五味姜辛汤（苓桂五味姜辛汤）的化裁思路，体现对小青龙汤的调整以适应体虚寒饮证。
recuNmjdraawAj,金贵要略篇::三级,50. 心下有留饮，可出现,单选题,咳唾引痛||短气而渴||四肢历节痛||背冷如手大||身体疼重,D,,,心下（通常指胃脘部）有留饮时，水饮停滞导致阳气不能温煦背部，故出现局部寒冷感。选项D“背冷如手大”符合此病机。其他选项中，A属悬饮（胁下），B、C、E与支饮、溢饮或湿邪相关。,《金匮要略·痰饮咳嗽病脉证并治》：“夫心下有留饮，其人背寒冷如手大。”
recuNmjdraVMTp,金贵要略篇::三级,51. 卒呕吐，心下痞，膈间有水，眩悸者，方选,单选题,五苓散||小半夏汤||小半夏加茯苓汤||苓桂术甘汤||泽泻汤,C,,,该题考查痰饮停聚膈间所致的呕吐、眩悸证治。卒呕吐因膈间水饮扰动胃气；心下痞为水饮阻滞气机；眩悸乃水饮上泛，蒙蔽清阳，扰动心神。小半夏汤（半夏、生姜）降逆化饮止呕，加茯苓增强利水渗湿、宁心安神之效，故适用于水饮停膈兼眩悸者。,《金匮要略·痰饮咳嗽病脉证并治第十二》云：“卒呕吐，心下痞，膈间有水，眩悸者，小半夏加茯苓汤主之。”
recuNmjdra8XQa,金贵要略篇::三级,52. 体虚支饮者服小青龙汤后，发生冲气上逆时，治宜选,单选题,苓桂术甘汤||桂枝加桂汤||桂苓五味甘草汤||苓甘五味姜辛汤||茯苓桂枝甘草大枣汤,C,,,体虚支饮患者使用小青龙汤后，因辛温发散耗伤阳气，导致冲气上逆。此时需平冲降逆、收敛阳气，桂苓五味甘草汤（桂枝、茯苓、五味子、甘草）能调和阴阳、敛气下行，切合病机。其他选项或偏于温阳化饮（如苓桂术甘汤），或针对不同病机（如桂枝加桂汤治奔豚），均不适用。,《金匮要略·痰饮咳嗽病脉证并治第十二》：“青龙汤下已，多唾口燥，寸脉沉，尺脉微，手足厥逆，气从小腹上冲胸咽，手足痹，其面翕热如醉状……与茯苓桂枝五味甘草汤，治其气冲。”
recuNmjdraNZuH,金贵要略篇::三级,53. 体虚寒饮在肺致咳嗽、胸满者，治宜,单选题,温肺散寒，蠲饮止咳||辛散风寒，温化里饮||利水逐饮，泄肺下气||散寒化饮，行气除满||化饮散寒，止咳平喘,A,,,体虚寒饮在肺致咳嗽、胸满，病机为寒饮停肺、肺气不宣，需温肺散寒以祛寒邪，蠲饮止咳以化饮邪。A选项“温肺散寒，蠲饮止咳”直接针对寒饮内停的病机，符合虚寒咳嗽的治疗原则。其余选项或偏于解表（B）、逐水（C）、行气（D）、平喘（E），均未全面兼顾温化寒饮与止咳的核心治法。,《金匮要略·痰饮咳嗽病脉证并治》云：“咳逆倚息不得卧，小青龙汤主之”；又云：“冲气即低，而反更咳，胸满者，用桂苓五味甘草汤去桂加干姜、细辛，以治其咳满”。此证属寒饮内停，治以温肺化饮为要，与原文“当以温药和之”相契。
recuNmjdra7R6n,金贵要略篇::三级,54. 《金匮要略》主治体虚而寒饮郁肺者出现呕冒的方剂是,单选题,桂苓五味甘草去桂加姜辛夏汤||小青龙汤||小半夏汤||小半夏加茯苓汤||泽泻汤,A,,,该题考查《金匮要略》中针对体虚兼寒饮郁肺所致呕冒的方剂选择。患者体虚不宜用发汗峻剂（如小青龙汤），而需温化寒饮、降逆止呕。桂苓五味甘草去桂加姜辛夏汤由苓甘五味姜辛汤化裁而来，去桂枝防发散伤正，加生姜、细辛温肺化饮，半夏降逆止呕，正合体虚寒饮郁肺之病机。其他选项中，小半夏汤及加茯苓汤侧重水饮停胃，泽泻汤主水饮上泛头眩，均非直接对应寒饮郁肺兼呕冒之证。,《金匮要略·痰饮咳嗽病脉证并治》：“冲气即低，而反更咳，胸满者，用桂苓五味甘草汤去桂加干姜、细辛，以治其咳满……若呕者，复内半夏以去其水。”（注：原文中“桂苓五味甘草去桂加姜辛夏汤”为后世归纳方名，其组方逻辑源于此段条文。）
