ID,主字段,章节,知识解析,知识拓展
recveFKWJuEOWu,"<div style=""text-align: center; font-size: 24px;""><b>消风散</b></div>",治风剂::疏散外风剂,"方歌::[[消风散内用荆防]],[[蝉蜕胡麻苦参苍]]。<br>[[石知蒡通归地草]],[[风疹湿疹服之康]]<br>###组成::[[「荆芥」、「防风」、「牛蒡子」、「蝉蜕」、苍术、苦参、石膏、知母、生地、当归、胡麻、木通、甘草]]<br>###主治::[[风疹，湿疹]]。皮肤疹出色红，或遍身云片斑点，瘙痒，抓破后渗出津水，苔白或黄，脉浮数有力<br>###功用::[[疏风养血，清热除湿]]",用法::水二盅，煎至八分，食远服<br>###加减::①如属风热甚者，加银花、连翘以疏风清热解毒；湿热盛者加地肤子、车前子以清热利湿；血分热甚者，加赤芍、紫草以清热凉血。<br>②本方出自《外科正宗》。另《太平惠民和剂局方》也有一消风散。当归饮子和《外科正宗》消风散、《太平惠民和剂局方》消风散均有祛风走表之荆芥、防风，皆有祛风止痒之功，用治风疹、湿疹，皮肤瘙痒等。但《外科正宗》消风散中又伍石膏、知母及苦参、苍术、木通等，清热祛湿之功著，宜于湿热较重者；《太平惠民和剂局方》消风散伍以陈皮、霍香、厚朴等，行气祛湿之力彰，宜于风湿兼有气滞者。组成:荆芥穗，甘草，芎蒡，羌活，白僵蚕，防风，茯苓，蝉壳，藿香，人参，厚朴，陈皮。功用:祛风止痒，健脾除湿。主治:诸风上攻，头目昏痛，项背拘急，肢体烦疼，肌肉蠕动，目眩眩晕，耳啸蝉鸣，眼涩好睡，鼻塞多嚏，皮肤顽麻，瘙痒瘾疹；又治妇人血风，头皮肿痒，眉棱骨痛，眩晕欲倒，痰逆恶心。而当归饮子配以白芍、首乌及黄芪之属，重在养血益气而祛风，故宜于风疹瘙痒日久，气血不足者。功用:养血活血，祛风止痒。主治:血虚有热，风邪外袭。症见皮肤疮疗，或肿或痒，或发赤疹瘙痒<br>###方解::<b>「君」：</b>荆芥、防风、蝉蜕、牛蒡子辛散以达邪，疏风散邪以止痒<br><b>「臣」：</b>苍术祛风除湿，苦参清热燥湿，木通渗利湿热(风湿相搏可导致水液流溢)<br><b>「佐」：</b>石膏、知母清热泻火(风邪易于化热)；当归、生地、胡麻仁以养血活血，滋阴润燥，既补已伤之阴血，且达“治风先治血，血行风自灭”之意，又制约诸药之温燥(风热或风湿浸淫血脉则伤阴血，苦寒渗利之品亦可伤及阴血)<br><b>「使」：</b>生甘草清热解毒，调和诸药。合而用之，共奏疏风养血、清热除湿之功<br>###注意::若风疹属虚寒者，则不宜用。服药期间，应忌食辛辣、鱼腥、烟酒、浓茶等，以免影响疗效
recveFKWJu0S9F,"<div style=""text-align: center; font-size: 24px;""><b>牵正散</b></div>",治风剂::疏散外风剂,"方歌::[[牵正散是杨家方]],[[全蝎僵蛋白附襄]]。<br>[[服用少量热酒下]],[[口眼喎斜疗效彰]]<br>###组成::[[「白附子」、白僵蚕、全蝎、热酒]]<br>###主治::[[风痰阻络]]之口眼喎斜。猝然口眼喎斜，或面肌抽动，舌淡红，苔白<br>###功用::[[祛风化痰，通络止痉]]",用法::上为细末，每服一钱，热酒调下，不拘时候
recveFKWJu12Uu,"<div style=""text-align: center; font-size: 24px;""><b>小活络丹</b></div>",治风剂::疏散外风剂,"方歌::[[小活络丹天南功]],[[二乌乳没加地龙]]。<br>[[寒湿瘀血成痹痛]],[[搜风活血络脉通]]<br>###组成::[[炮「川乌、」炮「草乌、」地龙、炮天南星、乳香没药]]<br>###主治::[[风寒湿痹]]。<br>1.肢体筋脉疼痛，麻木拘挛，关节屈伸不利，疼痛游走不定；<br>2.中风，手足不仁，日久不愈，经络中湿痰瘀血，而见腰腿沉重，或腿臂间作痛。舌淡紫，苔白<br>###功用::[[祛风除湿，化痰通络，活血止痛]]",用法::上为细末，入研药和匀，酒面糊为丸，如梧桐子大，每服二十丸，空心，日午冷酒或荆芥茶下<br>###注意::①本方药性温燥，药力峻猛，以体实气壮者为宜。阴虚有热者及孕妇忌服。且川乌、草乌为有毒之品，不宜过量。<br>②本方体现“留者攻之”“逸者行之”的原则。<br>③本方剂型为丸剂，取“丸者，缓也”。因风寒湿痰瘀血阻于经络，为时日久，虽需峻利之品以搜剔，但亦不宜过于峻猛，否则有形之邪非但不易消散，反而伤正，只宜缓消，是“治之以峻，行之以缓”之理
recveFKWJuwPvr,"<div style=""text-align: center; font-size: 24px;""><b>玉真散</b></div>",治风剂::疏散外风剂,"方歌::[[玉真散治破伤风]],[[牙关紧急角反弓]]。<br>[[星麻白附羌防芷]],[[外敷内服一方通]]<br>###组成::[[「天南星」、防风、白芷、天麻、羌活、「白附子」、酒]]<br>###主治::[[风毒痰阻之破伤风]]。牙关紧急，口撮唇紧，身体强直，角弓反张，甚则咬牙缩舌，脉弦紧<br>###功用::[[祛风化痰，定搐止痉]]",用法::上为细末，每服二钱，用热酒一盅调服。外用适量，敷伤处。若牙关紧急，腰背反张者，每服三钱，用热童便调服<br>###注意::①本方是由《普济本事方》玉真散衍化而来，原方仅南星、防风两味，主治破伤风。《外科正宗》又加入白附子、羌活、白芷、天麻，其祛风化痰解痉之效优于前者。<br>②方中药性偏于温燥，易耗气伤津，破伤风而见津气两虚者，不宜使用；肝经热盛动风者忌用。另外，白附子、天南星均有毒性，用量宜慎，孕妇忌服
recveFKWJuSGbp,"<div style=""text-align: center; font-size: 24px;""><b>羚角钩藤汤</b></div>",治风剂::平息内风剂,"方歌::[[俞氏羚角钩藤汤]],[[桑菊茯神鲜地黄]]。<br>[[贝草竹茹同芍药]],[[肝热生风急煎尝]]<br>###组成::[[羚羊角片、钩藤、桑叶、菊花、生地、白芍、川贝母、竹茹、茯神木、生甘草]]<br>###主治::[[肝热生风证]]。高热不退，烦闷躁扰，手足抽搐，发为痉厥，甚则神昏，舌绛而干，或舌焦起刺，脉弦而数<br>###功用::[[凉肝息风，增液舒筋]]",用法::水煎服<br>###方解::<b>「君」：</b>羚羊角:清肝息风；钩藤:清热平肝，息风解痉。合用增强凉肝息风之力<br><b>「臣」：</b>桑叶、菊花:清热平肝，助君凉肝息风<br><b>「佐」：</b>生地黄:凉血滋阴；白芍:滋阴柔肝；合甘草养阴增液，柔肝舒筋；配君息风止痉川贝、竹茹:清热化痰；茯神木:宁心安神，兼平肝通络<br><b>「佐使」：</b>生甘草和白芍:酸甘化阴，缓急止痉，调和诸药<br>###注意::阴虚及血虚动风者，本方不宜
recveFKWJuXfCP,"<div style=""text-align: center; font-size: 24px;""><b>镇肝熄风汤</b></div>",治风剂::平息内风剂,"方歌::[[镇肝熄风芍天冬]],[[玄牡茵陈赭膝龙]]。<br>[[龟甲麦芽甘草楝]],[[肝风内动有奇功]]<br>###组成::[[怀牛膝、生赭石、生龙骨、生牡蛎、生龟板、生杭芍、玄参、天冬、茵陈、川楝子、生麦芽、甘草]]<br>###主治::[[肝阳上亢，气血上逆之类中风]]。头目眩晕，目胀耳鸣，脑部热痛，心中烦热，面色如醉，或时常噫气，或肢体渐觉不利，口角渐形喎斜；甚或眩晕颠仆，昏不知人，移时始醒；或醒后不能复原，脉弦长有力<br>###功用::[[镇肝息风，滋阴潜阳]]",用法::水煎服<br>###加减::心中热者，加生石膏；痰多者，加胆南星；尺脉重按虚者，加熟地黄、山萸肉；大便不实者，去龟板、代赭石，加赤石脂<br>###方解::<b>「君」：</b>怀牛膝:①引血下行，折其阳亢；②补肝肾<br><b>「臣」：</b>代赭石:①镇肝潜阳降逆；②合牛膝引血下行龟板:滋阴潜阳息风；白芍:养血柔肝缓急；龙骨、牡蛎、龟板、白芍:益阴潜阳镇逆<br><b>「佐」：</b>天冬、玄参:滋阴养液，滋水涵木；天冬:滋肾清热；玄参:滋阴降火，清心凉肝<br><b>「佐使」：</b>茵陈、川楝子、生麦芽:①清泄肝热；②疏肝理气甘草:①合麦芽能养胃和中；②防金石药伤胃；③调和诸药<br>###注意::热极动风者不宜使用；脾胃虚弱者慎用；若属气虚血瘀之中风，则不宜使用本方
recveFKWJuv6N0,"<div style=""text-align: center; font-size: 24px;""><b>天麻钩藤饮</b></div>",治风剂::平息内风剂,"方歌::[[天麻息风钩益桑]],[[栀芩清热决潜阳]]。<br>[[杜膝活血益肝肾]],[[茯神夜交肝风藏]]<br>###组成::[[天麻、钩藤、石决明、栀子、黄芩、川牛膝、杜仲、益母草、桑寄生、夜交藤、朱茯神]]<br>###主治::[[肝阳偏亢，风火上]]扰。头痛，眩晕，失眠，舌红苔黄，脉弦<br>###功用::[[平肝息风，清热活血，补益肝肾]]",用法::水煎服<br>###加减::如病重者，加羚羊角(重症可易生决明为羚羊角，则药力益著)<br>###方解::<b>「君」：</b>天麻、钩藤平肝息风<br><b>「臣」：</b>石决明咸寒质重，平肝潜阳，除热明目，助君平肝息风之力；川牛膝引血下行，兼益肝肾，并能活血利水<br><b>「佐」：</b>杜仲、寄生补益肝肾以治本；栀子、黄芩清肝降火，以折其亢阳；益母草合川牛膝活血利水，以利平降肝阳；亦寓“血行风自灭”之理；夜交藤、朱茯神宁心安神，均为佐药。共奏平肝潜阳，清热息风，补益肝肾，活血宁神之功
recveFKWJufnjV,"<div style=""text-align: center; font-size: 24px;""><b>大定风珠</b></div>",治风剂::平息内风剂,"方歌::[[大定风珠鸡子黄]],[[胶芍三甲五味襄]]。<br>[[麦冬生地麻仁草]],[[滋阴息风是妙方]]<br>###组成::[[生白芍、「阿胶」、生龟板、干地黄、麻仁、五味子、生牡蛎、麦冬、炙甘草、生鸡子黄、生鳖甲]]<br>###主治::[[阴虚风动]]证。温病后期，神倦瘦疯，舌绛苔少，脉气虚弱，有时时欲脱之势<br>###功用::[[滋阴息风]]",用法::上以水八杯，煮取三杯，去滓，入阿胶烊化，再入鸡子黄，搅令相得，分三次服<br>###加减::喘，加人参；自汗者，加龙骨、人参、小麦；悸者，加茯神、人参、小麦。盖喘、悸、自汗，是气虚之证，故加入参以补气生津；龙骨、小麦以止汗；茯神以治悸<br>###方解::<b>「君」：</b>鸡子黄:镇定中焦，滋阴潜阳，交通心肾；阿胶:滋阴补血，治一切风。合用:滋阴息风<br><b>「臣」：</b>白芍:养血柔肝；生地黄:滋阴养液；麦冬:养阴生津白芍、生地、麦冬:滋水涵木，柔肝濡筋<br><b>「佐」：</b>龟板、鳖甲、牡蛎:育阴潜阳，重镇息风；火麻仁:养阴润燥；五味子:敛阴生阴宁神<br><b>「佐使」：</b>甘草:益气安中，合白芍五味子酸甘化阴，兼调和诸药<br>###注意::若阴液亏虚见热盛风动者，本方不宜。“壮火尚盛，不得用定风珠、复脉”<br>###特点::治疗温病后期，真阴大亏，虚风内动之常用方。加减复脉汤加味
recveFKWJuYwi3,"<div style=""text-align: center; font-size: 24px;""><b>阿胶鸡子黄汤</b></div>",治风剂::平息内风剂,"方歌::[[阿胶鸡子黄汤好]],[[地芍钩藤牡蛎草]]。<br>[[决明茯神络石藤]],[[阴虚风动此方保]]<br>###组成::[[「阿胶」、生白芍、石决明、钩藤、生地、炙甘草、生牡蛎、络石藤、茯神、「鸡子黄」]]<br>###主治::[[邪热久羁，阴血不足，虚风内动]]证。筋脉拘急，手足瘦疯，或头目眩晕，舌绛苔少，脉细数<br>###功用::[[滋阴养血，柔肝息风]]",用法::水煎服
recveFKWJuX0Xx,"<div style=""text-align: center; font-size: 24px;""><b>杏苏散</b></div>",治燥剂::轻宣外燥剂,"方歌::[[杏苏散内夏陈前]],[[枳桔苓甘姜枣研]]。<br>[[轻宣温润治凉燥]],[[理肺化痰咳自痊]]<br>###组成::[[苏叶、杏仁、前胡、苦桔梗、枳壳、半夏、橘皮、茯苓、生姜、大枣、甘草]]<br>###主治::[[外感凉燥]]证。头微痛，恶寒无汗，咳嗽痰稀，鼻塞咽干，苔白，脉弦<br>###功用::[[轻宣凉燥，理肺化痰]]",用法::水煎温服<br>###加减::原著曾载:“无汗，脉弦甚或紧者，加羌活，微透汗。汗后咳不止，去苏叶、羌活，加苏梗。兼泄泻腹满者，加苍术、厚朴。头痛兼眉棱骨痛者，加白芷。热甚加黄芩，泄泻腹满者不用。”<br>###方解::<b>「君」：</b>苏叶:发表散邪，开宣肺气；杏仁:降利肺气，润燥止咳化痰<br><b>「臣」：</b>前胡:①疏风透邪，降气化痰；②助苏叶轻宣凉燥，疏风解表；③助杏仁化痰止咳桔梗、枳壳:宣降肺气，理气宽胸，宣利肺气，化痰止咳祛邪<br><b>「佐」：</b>半夏:燥湿化痰；橘皮:理气化痰；茯苓:利湿健脾<br><b>「佐使」：</b>生姜、大枣:调和营卫，滋脾行津液润燥。甘草:①调和诸药；②合桔梗宣肺祛痰利咽<br>###注意::外感温燥证，本方不宜<br>###特点::治疗凉燥代表方。本方虽为治疗外感凉燥而设，但因凉燥乃秋令“小寒”为患，与外感风寒是同一属性的病邪，故临床也常用本方治疗外感风寒咳嗽
recveFKWJuQEx9,"<div style=""text-align: center; font-size: 24px;""><b>清燥救肺汤</b></div>",治燥剂::轻宣外燥剂,"方歌::[[清燥救肺参草杷]],[[石膏胶杏麦胡麻]]。<br>[[经霜收下冬桑叶]],[[清燥润肺效可夸]]<br>###组成::[[桑叶、煅石膏、甘草、人参、胡麻仁、阿胶、麦门、冬杏仁、枇杷叶]]<br>###主治::[[温燥伤肺]]证。头痛身热，干咳无痰，气逆而喘，胸满胁痛，心烦口渴，咽干鼻燥，舌干无苔，脉虚大而数<br>###功用::[[清肺润燥，益气养阴]]",用法::水一碗，煎六分，频频二三次，滚热服<br>###加减::原著曾载:“痰多加贝母、瓜蒌；血枯加生地黄；热甚加犀角、羚羊角，或加牛黄。”本方证治虽属外燥，但温燥伤肺较重，故临证可依肺热及阴伤之程度，调整桑叶、石膏、麦冬等君臣药之用量，不可拘泥，当圆机活法<br>###方解::<b>「君」：</b>桑叶:①轻宣燥热；②清肺止咳；③宣散温燥且不伤阴耗气<br><b>「臣」：</b>石膏:①清泻肺热；②生津止渴除烦。肺为娇脏，清肺不可过于寒凉，故石膏煅用麦冬:养阴润肺。石膏、麦冬:助桑清燥养阴<br><b>「佐」：</b>杏仁、枇杷叶:降泄肺气，止咳平喘；阿胶、胡麻仁:助麦冬润肺养阴人参、甘草:益气养胃，培土生金<br><b>「佐使」：</b>甘草:健脾和药<br>###注意::脾虚或痰湿者，本方不宜
recveFKWJu7scg,"<div style=""text-align: center; font-size: 24px;""><b>桑杏汤</b></div>",治燥剂::轻宣外燥剂,"方歌::[[桑杏汤中象贝宜]],[[沙参栀鼓与梨皮]]。<br>[[身热咽干咳痰少]],[[辛凉甘润燥能医]]<br>###组成::[[「桑叶」、「杏仁」、沙参、象贝、香豉、梨皮、栀皮]]<br>###主治::[[外感温燥轻]]证。头痛，身热不甚，微恶风寒，干咳无痰，或痰少而黏，口渴，咽干鼻燥，舌红，苔薄白而干，脉浮数而右脉大者<br>###功用::[[清宣温燥，润肺止咳(轻宣凉润，清肺止咳)]]",用法::水二杯，煎取一杯，顿服之，重者再作服<br>###方解::<b>「君」：</b>桑叶轻清宣散，长于疏散风热，宣肺清热(清宣燥热，透邪外出)；杏仁苦温润降，功善肃降肺气而止咳(宣利肺气，润燥止咳)<br><b>「臣」：</b>淡豆豉辛凉透散，以助桑叶轻宣发表(轻宣透热)；象贝清化痰热，助杏仁止咳化痰<br><b>「佐」：</b>沙参养阴生津，润肺止咳；梨皮益阴降火，生津润肺(清热润燥，止咳化痰)；栀子皮质轻而寒，入上焦清泄肺热诸药合用，体现辛凉甘润法，共奏清宣温燥、润肺止咳之功<br>###注意::因本方证邪气轻浅，故诸药用量较轻，且煎煮时间也不宜过长，正如原书方后注云:“轻药不得重用，重用必过病所。”本方意在清宣，故药量不宜过重，煎煮时间不宜过长，以体现“治上焦如羽，非轻不举”之法
recveFKWJultyr,"<div style=""text-align: center; font-size: 24px;""><b>沙参麦冬汤</b></div>",治燥剂::轻宣外燥剂,"方歌::[[沙参麦冬玉竹汤]],[[扁豆花粉甘草桑]]。<br>[[清养肺胃生津燥]],[[干咳身热口咽干]]<br>###组成::[[沙参、玉竹、生甘草、冬桑叶、麦冬、生扁豆花粉]]<br>###主治::[[燥伤肺胃阴分]]证。症见咽干口燥，或身热，或干咳，舌红少苔，脉细数<br>###功用::[[清养肺胃，生津润燥]]",用法::水五杯，煮取二杯，日再服。久热久咳者，加地骨皮三钱<br>###注意::吴鞠通称为“甘寒救其津液”之法。重在滋养肺胃之阴，生津以润燥
recveFKWJuTLev,"<div style=""text-align: center; font-size: 24px;""><b>养阴清肺汤</b></div>",治燥剂::滋润内燥剂,"方歌::[[养阴清肺是妙方]],[[玄参草芍冬地黄]]。<br>[[薄荷贝母丹皮人]],[[阴虚白喉急煎尝]]<br>###组成::[[大生地、麦冬、玄参、炒白芍、丹皮、贝母、生甘草、薄荷]]<br>###主治::[[阴虚肺燥之白喉]]。喉间起白如腐，不易拭去，拭则血出，咽喉肿痛，初起或发热或不发热，或咳或不咳，呼吸有声，似喘非喘，鼻干唇燥，舌红，脉数无力或细数<br>###功用::[[养阴清肺，解毒利咽]]",用法::水煎服<br>###加减::①体虚:加大熟地黄，或生熟地黄并用；<br>②热甚:加连翘去白芍；<br>③燥甚:加天冬、茯苓；<br>④表证明显，加桑叶、金银花；<br>⑤热毒重者，加连翘、黄芩<br>###方解::<b>「君」：</b>生地:①滋肾水；②救肺燥；③清热凉血解疫毒<br><b>「臣」：</b>玄参:①清热解毒散结；②助生地黄滋肾阴，启肾水上潮于咽喉麦冬:养阴润肺清热，益胃生津润喉<br><b>「佐」：</b>白芍:①敛阴柔肝，和营泻热；②防木火刑金。牡丹皮:清热凉血，活血消肿贝母:润肺化痰，散结去腐；薄荷:辛凉宣散利咽<br><b>「佐使」：</b>生甘草:解毒利咽，调和诸药<br>###注意::1.白喉忌解表，尤忌辛温发汗。如有内热及发热，不必投表药，照方服去，其热自除<br>②.本方获效后，仍连用数剂，以巩固疗效<br>###特点::治疗阴虚白喉代表方
recveFKWJuFe3d,"<div style=""text-align: center; font-size: 24px;""><b>麦门冬汤</b></div>",治燥剂::滋润内燥剂,"方歌::[[麦门冬汤用人参]],[[枣草梗米半夏存]]。<br>[[肺痿咳逆因虚火]],[[滋养肺胃降逆珍]]<br>###组成::[[麦门冬、半夏、人参、甘草、粳米、大枣]]<br>###主治::1.[[虚热肺痰]]。咳唾涎沫，短气喘促，咽喉干燥不利，舌干红少苔，脉虚数<br>2.[[胃阴不足证]]。还可治疗胃阴虚呕逆证。呕吐，或呃逆，口渴咽干，舌红少苔，脉虚数<br>###功用::[[滋养肺胃，降逆下气]]",用法::上六味，以水一斗二升，煮取六升，温服一升，日三夜一服<br>###加减::①肺痿阴伤甚者:加北沙参、玉竹；<br>②阴虚而见潮热:加桑白皮、地骨皮；<br>③胃阴不足，胃脘灼热而痛:加白芍、川楝子<br>###方解::<b>「君」：</b>重用麦门冬:①养阴生津；②滋肺胃阴润燥；③清肺胃虚热<br><b>「臣」：</b>半夏:降逆下气，化痰和胃。①降逆止咳止呕；②开胃行津润肺；③防麦冬滋腻壅滞人参:健脾补肺(阳生阴长)。人参与麦冬相伍:益气生津半夏、麦冬:半夏降逆下气，化其痰涎，虽属温燥之品，但用量很轻，与大剂麦门冬配伍，则其燥性减而降逆之用存，且能开胃行津以润肺，又使麦门冬滋而不腻，相反相成<br><b>「佐」：</b>粳米、大枣、甘草:补脾养胃，和中滋液，培土生金<br><b>「使」：</b>甘草:①益气和中；②调和诸药<br>###注意::虚寒肺痰者，本方不宜<br>###特点::治疗肺胃阴伤，火逆上气证常用方。体现培土生金、虚则补母之法。寓“去性存用”之意
recveFKWJuKnnY,"<div style=""text-align: center; font-size: 24px;""><b>百合固金汤</b></div>",治燥剂::滋润内燥剂,"方歌::[[百合固金二地黄]],[[玄参贝母甘桔藏]]。<br>[[麦冬芍药当归配]],[[喘咳痰血肺家伤]]<br>###组成::[[熟地、生地、当归身、白芍、玄参、麦冬、百合、贝母、生甘草、桔梗]]<br>###主治::[[肺肾阴虚，虚火上炎]]证。咳嗽气喘，或痰中带血，咽喉燥痛，头晕目眩，午后潮热，舌红少苔，脉细数<br>###功用::[[滋润肺肾，化痰止咳]]",用法::水煎服<br>###方解::<b>「君」：</b>百合:润肺清热止咳。<br><b>「臣」：</b>生地黄:滋阴补肾，清热凉血；熟地黄:益阴养血。生熟地:滋阴清热凉血麦冬:清热养阴，润肺止咳；玄参:滋肾阴，清降虚火，利咽<br><b>「佐」：</b>当归、白芍:养血益阴柔肝，制木之亢；当归兼治“咳逆上气”。贝母:清热润肺，化痰止咳桔梗:宣肺化痰，止咳利咽<br><b>「佐使」：</b>生甘草:①清热泻火；②与桔梗相伍清利咽喉，化痰止咳；③调和诸药<br>###注意::脾虚便溏者，本方不宜<br>###特点::肺肾同治，金水相生，生地熟地同用
recveFKWJugHeL,"<div style=""text-align: center; font-size: 24px;""><b>增液汤</b></div>",治燥剂::滋润内燥剂,"方歌::[[增液汤用玄地冬]],[[无水舟停便不通]]。<br>[[或合硝黄作泻剂]],[[补泄兼施妙不同]]<br>###组成::[[「玄参」、麦冬、细生地]]<br>###主治::[[阳明温病，津亏肠燥]]证。大便秘结，口渴，舌干红，脉细稍数，或沉而无力(津液不足，大便秘结，或下后二三日，下证复现脉沉无力者)<br>###功用::[[增液润燥(滋阴清热，润燥通便)]]",用法::水八杯，煮取三杯，口干令与饮令尽，不便，再作服
recveFKWJuUbU1,"<div style=""text-align: center; font-size: 24px;""><b>益胃汤</b></div>",治燥剂::滋润内燥剂,"方歌::[[益胃汤能养胃阴]],[[冰糖玉竹与沙参]]。<br>[[麦冬生地同煎服]],[[养阴益胃此方珍]]<br>###组成::[[沙参、「麦冬」、冰糖、「细生地」、玉竹、]]<br>###主治::[[胃阴不足]]证。胃肮灼热隐痛，饥不欲食，口干咽燥，大便干结，或干呕、呃逆，舌红少津，脉细数<br>###功用::[[养阴益胃]]",用法::水五杯，煮取二杯，分二次服，渣再煮一杯服
recveFKWJusnkV,"<div style=""text-align: center; font-size: 24px;""><b>玉液汤</b></div>",治燥剂::滋润内燥剂,"方歌::[[玉液山药芪葛根]],[[花粉知味鸡内金]]。<br>[[消渴口干溲多数]],[[补脾固肾益气阴]]<br>###组成::[[「生山药」、「生黄芪」、知母、葛根、五味子、天花粉、生鸡内金]]<br>###主治::[[气阴亏虚之消渴]]。口渴引饮，饮水不解，小便频数量多，或小便浑浊，困倦气短，舌嫩红而干，脉虚细无力<br>###功用::[[益气滋阴，固肾生津，润燥止渴]]",用法::水煎服
recveFKWJuXyhu,"<div style=""text-align: center; font-size: 24px;""><b>琼玉膏</b></div>",治燥剂::滋润内燥剂,"方歌::[[琼玉膏用生地黄]],[[参苓白蜜炼膏尝]]。<br>[[干咳咯血肺痨证]],[[滋阴润肺脾气长]]<br>###组成::[[「生地黄」、新罗、人参、白茯苓、白沙蜜]]<br>###主治::[[肺肾阴亏之肺痨]]。干咳少痰，咽燥咯血，肌肉消瘦，气短乏力，舌红少苔，脉细数(治肺痨纯虚无邪证常用方)<br>###功用::[[滋阴润肺，益气补脾]]",用法::炼膏，每晨服二匙，以温酒化服，不饮者，白汤化之
recveFKWJuF4qA,"<div style=""text-align: center; font-size: 24px;""><b>平胃散</b></div>",祛湿剂::化湿和胃剂,"方歌::[[平胃散用苍术朴]],[[陈皮甘草四般煮]]。<br>[[燥湿运脾和胃宜]],[[调胃诸方从此扩]]。<br>[[又不换金正气散]],[[即是此方加夏藿]]<br>###组成::[[苍术、厚朴、陈皮、炙甘草、生姜、大枣]]<br>###主治::[[湿滞脾胃]]证。脘腹胀满，不思饮食，口淡无味，呕吐恶心，嗳气吞酸，肢体沉重，怠惰嗜卧常多自利，舌苔白腻而厚，脉缓<br>###功用::[[燥湿运脾，行气和胃]]",用法::上为散。每服二钱，水一中盏，加生姜二片，大枣二枚，同煎至六分，去滓，食前温服<br>###加减::①湿浊内停兼表寒，加藿香、半夏(不换金正气散)；<br>②湿疟，加小柴胡汤(柴平汤)；<br>③湿热，加黄芩、黄连；<br>④寒湿，加干姜、肉桂<br>###方解::<b>「君」：</b>苍术:燥湿运脾<br><b>「臣」：</b>厚朴:行气化湿除满<br><b>「佐」：</b>陈皮:行气化滞，醒脾和胃，协厚朴加强下气降逆，散满消胀之效炙甘草、生姜、大枣:补脾和胃，调和脾胃助运<br><b>「佐使」：</b>炙甘草:①益气补中实脾；②合诸药泄中有补，使祛邪不伤正；③调和诸药<br>###注意::①阴津不足、老弱、脾胃虚弱者忌用；<br>②孕妇不宜使用<br>###特点::湿滞脾胃基础方，体现培土制水
recveFKWJu5wlN,"<div style=""text-align: center; font-size: 24px;""><b>藿香正气散</b></div>",祛湿剂::化湿和胃剂,"方歌::[[藿香正气大腹苏]],[[甘桔陈苓术朴俱]]。<br>[[夏曲白芷加姜枣]],[[风寒暑湿岚瘴驱]]<br>###组成::[[大腹皮、白芷、紫苏、茯苓、半夏曲、白术、陈皮、厚朴、苦桔梗、藿香、炙甘草、生姜、大枣]]<br>###主治::[[外感风寒，内伤湿滞]]证。霍乱吐泻，发热恶寒头痛，胸膈满闷，脘腹疼痛，舌苔白腻，脉浮或濡缓。或山岚瘴疟；水土不服<br>###功用::[[解表化湿，理气和中]]",用法::上为细末，每服二钱，水一盏，生姜三片，枣一枚，同煎至七分热服；如欲出汗，衣被盖，再煎并服<br>###加减::加减正气散五方，皆是由霍香正气散加减化裁。霍香正气散表里双解，可治外感风寒，内伤湿滞。加减正气散主治证中均有脘闷或脘胀的湿凝气阻的症状，皆以霍、朴、陈、苓为基础基础:霍香、厚朴、陈皮、茯苓1.脘连腹胀闷、大便不爽(湿郁三焦、气机升降失常)，配杏仁、神曲、麦芽、茵陈、大腹皮(一加减正气散)<br>②.脘闷便溏、身痛舌白(湿郁三焦，痹阻经络)，配防己、薏苡仁(二加减正气散)<br>③.舌苔黄腻、脘闷(秽湿气滞、日久化热)，配杏仁、滑石(三加减正气散)<br>④.脘腹胀满并见舌苔白滑(寒湿阻于气分)，配草果(四加减正气散)<br>⑤.脘闷、便泻(秽浊湿邪甚)，配苍术、大腹皮、谷芽(五加减正气散)<br>###方解::<b>「君」：</b>藿香:外散表之风寒，内化脾胃湿滞，辟秽和中，升清降浊，治霍乱吐泻<br><b>「臣」：</b>半夏曲、陈皮:理气燥湿，和胃降逆止呕白术、茯苓:健脾运湿，和中止泻，助藿香化湿止呕<br><b>「佐」：</b>苏叶、白芷:外解风寒，兼化湿浊；紫苏叶还可醒脾宽中，行气止呕；白芷兼能燥湿化浊桔梗:宣肺利膈，助解表化湿；大腹皮、厚朴:行气化湿，畅中行滞<br><b>「使」：</b>生姜、大枣:①内调脾胃；②外和营卫。炙甘草:健脾和胃，调和诸药<br>###注意::1.本方解表之力较弱，故“如欲出汗”，宜“热服”，且“衣被盖”。即服后温覆取汗以助解表<br>②.霍乱吐泻属湿热证者以及伤食吐泻者禁服本方<br>###特点::夏月感寒伤湿，脾胃失和常用方。山岚瘴疟，水土不服者，亦可用本方治之
recveFKWJuluYw,"<div style=""text-align: center; font-size: 24px;""><b>一加减正气散</b></div>",祛湿剂::化湿和胃剂,"方歌::[[一加减正霍梗陈]],[[茯皮厚朴与杏仁]]。<br>[[腹皮茵陈曲麦芽]],[[三焦湿郁升降匀]]<br>###组成::[[霍香梗、厚朴、杏仁、茯苓皮、广皮、神曲、麦芽、绵茵陈、大腹皮]]<br>###主治::[[三焦湿郁]]，升降失司，脘连腹胀，大便不爽<br>###功用::[[芳香化浊，行气导滞(化浊利湿，理气和中)]]",用法::水五杯，煮二杯，再服
